,PBLH_24,PBLH_48,PBLH_avg_24,PBLH_avg_48,Raw,Filtered,Raw_mean,Filt_mean
2015-04-12 07:00:00,19.791,77.233,47.509,64.614,1380.000,,1381.429,
2015-04-12 08:00:00,125.769,99.742,100.206,65.280,1170.000,1170.000,1200.000,1200.000
2015-04-12 09:00:00,61.010,66.729,76.404,65.843,1470.000,1470.000,1434.286,1434.286
2015-04-12 10:00:00,19.700,72.879,85.225,74.551,1380.000,1380.000,1435.714,1435.714
2015-04-12 11:00:00,19.682,19.671,61.799,65.781,1500.000,1500.000,1471.429,1471.429
2015-04-12 12:00:00,19.653,59.757,63.288,54.313,1720.000,1720.000,1222.857,1222.857
2015-04-12 13:00:00,19.631,19.630,56.858,45.577,1540.000,1540.000,883.571,883.571
2015-04-12 14:00:00,289.250,187.394,347.548,177.184,1220.000,1220.000,1225.714,1225.714
2015-04-12 15:00:00,637.815,606.480,672.267,608.490,1440.000,1440.000,1435.714,1435.714
2015-04-12 16:00:00,1086.754,1109.218,1074.340,1098.611,1505.000,1505.000,1423.571,1423.571
2015-04-12 17:00:00,1483.620,1493.573,1486.748,1470.971,1965.000,1965.000,1874.286,1874.286
2015-04-12 18:00:00,1869.744,1812.647,1778.554,1715.586,2205.000,,2245.000,
2015-04-12 19:00:00,1798.324,1898.111,1841.850,1818.207,2320.000,,2265.000,
2015-04-12 20:00:00,1609.455,1981.971,1783.232,1981.855,2310.000,2310.000,2318.571,
2015-04-12 21:00:00,1931.927,2297.987,1875.473,2297.465,2785.000,2785.000,2492.143,
2015-04-12 22:00:00,931.319,2175.700,1661.245,2243.352,2720.000,,2788.571,
2015-04-12 23:00:00,1795.512,1913.303,1583.948,1814.568,2940.000,2940.000,2905.714,2905.714
2015-04-13 00:00:00,0.000,794.857,0.000,909.555,2980.000,2980.000,2862.857,
2015-04-13 01:00:00,567.370,620.792,655.609,711.162,2760.000,2760.000,2708.571,2708.571
2015-04-13 02:00:00,207.501,897.226,197.573,883.134,2310.000,,2450.000,
2015-04-13 03:00:00,172.460,875.086,191.028,857.113,2270.000,,2155.714,
2015-04-13 04:00:00,99.195,773.955,132.639,712.473,1980.000,1980.000,1997.143,1997.143
2015-04-13 05:00:00,112.265,573.589,87.115,511.025,1560.000,1560.000,1715.714,1715.714
2015-04-13 06:00:00,19.798,513.154,100.292,450.673,1610.000,1610.000,1440.000,1440.000
2015-04-13 07:00:00,116.659,469.953,105.035,338.734,1505.000,1505.000,1198.571,1198.571
2015-04-13 08:00:00,128.155,224.141,91.261,216.270,1030.000,1030.000,1038.571,1038.571
2015-04-13 09:00:00,89.580,90.784,70.471,144.676,1420.000,1420.000,1429.286,1429.286
2015-04-13 10:00:00,70.208,57.939,59.017,100.348,1500.000,1500.000,1098.571,1098.571
2015-04-13 11:00:00,66.929,33.958,63.917,61.662,410.000,410.000,452.857,452.857
2015-04-13 12:00:00,38.013,19.886,47.677,43.448,1060.000,1060.000,789.286,
2015-04-13 13:00:00,27.727,33.335,45.329,60.944,1030.000,,1123.571,
2015-04-13 14:00:00,386.857,406.328,422.043,400.838,1230.000,,1397.143,
2015-04-13 15:00:00,743.085,570.266,751.322,594.625,1640.000,1640.000,1872.857,1872.857
2015-04-13 16:00:00,1116.647,814.463,1132.234,802.540,1260.000,1260.000,1695.000,1695.000
2015-04-13 17:00:00,1589.667,1136.133,1509.823,1128.830,1440.000,,1469.286,
